CMDLINE mpiexec --oversubscribe -n 6 python run.py
CHLD 3 475.359375 1616612710.3166
CHLD 4 475.929688 1616612710.3166
CHLD 5 474.347656 1616612710.3167
MEM 2850.714844 1616612710.4365
CHLD 0 451.152344 1616612710.4555
CHLD 1 476.625000 1616612710.4556
CHLD 2 475.550781 1616612710.4557
CHLD 3 475.359375 1616612710.4558
CHLD 4 475.929688 1616612710.4558
CHLD 5 474.347656 1616612710.4559
MEM 2850.714844 1616612710.5753
CHLD 0 451.152344 1616612710.5942
CHLD 1 476.625000 1616612710.5943
CHLD 2 475.550781 1616612710.5944
CHLD 3 475.359375 1616612710.5945
CHLD 4 475.929688 1616612710.5945
CHLD 5 474.347656 1616612710.5946
MEM 2850.714844 1616612710.7143
CHLD 0 451.152344 1616612710.7333
CHLD 1 476.625000 1616612710.7334
CHLD 2 475.550781 1616612710.7334
CHLD 3 475.359375 1616612710.7335
CHLD 4 475.929688 1616612710.7336
CHLD 5 474.347656 1616612710.7337
MEM 2850.714844 1616612710.8532
CHLD 0 451.152344 1616612710.8723
CHLD 1 476.625000 1616612710.8724
CHLD 2 475.550781 1616612710.8725
CHLD 3 475.359375 1616612710.8726
CHLD 4 475.929688 1616612710.8727
CHLD 5 474.347656 1616612710.8727
MEM 2850.714844 1616612710.9924
CHLD 0 451.152344 1616612711.0114
CHLD 1 476.625000 1616612711.0115
CHLD 2 475.550781 1616612711.0115
CHLD 3 475.359375 1616612711.0116
CHLD 4 475.929688 1616612711.0117
CHLD 5 474.347656 1616612711.0118
MEM 2850.714844 1616612711.1316
CHLD 0 451.152344 1616612711.1506
CHLD 1 476.625000 1616612711.1508
CHLD 2 475.550781 1616612711.1509
CHLD 3 475.359375 1616612711.1509
CHLD 4 475.929688 1616612711.1510
CHLD 5 474.347656 1616612711.1511
MEM 2858.445312 1616612711.2711
CHLD 0 451.152344 1616612711.2895
CHLD 1 476.625000 1616612711.2896
CHLD 2 475.550781 1616612711.2897
CHLD 3 508.871094 1616612711.2898
CHLD 4 475.929688 1616612711.2898
CHLD 5 474.347656 1616612711.2899
MEM 3051.546875 1616612711.4095
CHLD 0 451.152344 1616612711.4283
CHLD 1 476.625000 1616612711.4284
CHLD 2 475.550781 1616612711.4285
CHLD 3 702.488281 1616612711.4286
CHLD 4 475.929688 1616612711.4287
CHLD 5 474.347656 1616612711.4287
MEM 3095.375000 1616612711.5486
CHLD 0 451.152344 1616612711.5677
CHLD 1 476.625000 1616612711.5678
CHLD 2 475.550781 1616612711.5678
CHLD 3 720.019531 1616612711.5679
CHLD 4 475.929688 1616612711.5680
CHLD 5 474.347656 1616612711.5680
MEM 3095.375000 1616612711.6880
CHLD 0 451.152344 1616612711.7072
CHLD 1 476.625000 1616612711.7073
CHLD 2 475.550781 1616612711.7074
CHLD 3 720.019531 1616612711.7074
CHLD 4 475.929688 1616612711.7075
CHLD 5 474.347656 1616612711.7076
MEM 2973.066406 1616612711.8276
CHLD 0 451.152344 1616612711.8467
CHLD 1 476.625000 1616612711.8468
CHLD 2 475.550781 1616612711.8470
CHLD 3 597.710938 1616612711.8470
CHLD 4 475.929688 1616612711.8471
CHLD 5 474.347656 1616612711.8472
MEM 2993.429688 1616612711.9672
CHLD 0 451.152344 1616612711.9864
CHLD 1 476.625000 1616612711.9865
CHLD 2 475.550781 1616612711.9866
CHLD 3 647.410156 1616612711.9867
CHLD 4 475.929688 1616612711.9868
CHLD 5 474.347656 1616612711.9868
MEM 3050.582031 1616612712.1085
CHLD 0 451.152344 1616612712.1293
CHLD 1 476.625000 1616612712.1294
CHLD 2 475.550781 1616612712.1294
CHLD 3 675.226562 1616612712.1295
CHLD 4 475.929688 1616612712.1296
CHLD 5 474.347656 1616612712.1296
MEM 2890.980469 1616612712.2483
CHLD 0 509.371094 1616612712.2668
CHLD 1 476.625000 1616612712.2668
CHLD 2 475.550781 1616612712.2669
CHLD 3 474.968750 1616612712.2670
CHLD 4 475.929688 1616612712.2671
CHLD 5 474.347656 1616612712.2672
MEM 3022.707031 1616612712.3861
CHLD 0 641.324219 1616612712.4049
CHLD 1 476.625000 1616612712.4050
CHLD 2 475.550781 1616612712.4051
CHLD 3 474.968750 1616612712.4051
CHLD 4 475.929688 1616612712.4052
CHLD 5 474.347656 1616612712.4053
MEM 3154.753906 1616612712.5248
CHLD 0 773.628906 1616612712.5435
CHLD 1 476.625000 1616612712.5436
CHLD 2 475.550781 1616612712.5437
CHLD 3 474.968750 1616612712.5437
CHLD 4 475.929688 1616612712.5438
CHLD 5 474.347656 1616612712.5438
MEM 3057.136719 1616612712.6632
CHLD 0 657.453125 1616612712.6822
CHLD 1 476.625000 1616612712.6823
CHLD 2 475.550781 1616612712.6824
CHLD 3 503.582031 1616612712.6825
CHLD 4 475.929688 1616612712.6826
CHLD 5 474.347656 1616612712.6826
MEM 3257.066406 1616612712.8023
CHLD 0 468.039062 1616612712.8221
CHLD 1 476.625000 1616612712.8222
CHLD 2 475.550781 1616612712.8223
CHLD 3 701.066406 1616612712.8224
CHLD 4 475.929688 1616612712.8224
CHLD 5 474.347656 1616612712.8225
MEM 3213.062500 1616612712.9425
CHLD 0 451.152344 1616612712.9618
CHLD 1 476.625000 1616612712.9619
CHLD 2 475.550781 1616612712.9620
CHLD 3 859.878906 1616612712.9620
CHLD 4 475.929688 1616612712.9621
CHLD 5 474.347656 1616612712.9622
MEM 2850.703125 1616612713.0824
CHLD 0 451.152344 1616612713.1021
CHLD 1 476.625000 1616612713.1021
CHLD 2 475.550781 1616612713.1022
CHLD 3 475.347656 1616612713.1023
CHLD 4 475.929688 1616612713.1023
CHLD 5 474.347656 1616612713.1024
MEM 2850.703125 1616612713.2228
CHLD 0 451.152344 1616612713.2425
CHLD 1 476.625000 1616612713.2426
CHLD 2 475.550781 1616612713.2426
CHLD 3 475.347656 1616612713.2427
CHLD 4 475.929688 1616612713.2428
CHLD 5 474.347656 1616612713.2429
MEM 2961.816406 1616612713.3623
CHLD 0 451.152344 1616612713.3806
CHLD 1 476.625000 1616612713.3807
CHLD 2 475.550781 1616612713.3808
CHLD 3 475.347656 1616612713.3808
CHLD 4 605.347656 1616612713.3809
CHLD 5 474.347656 1616612713.3810
MEM 3095.363281 1616612713.5015
CHLD 0 451.152344 1616612713.5214
CHLD 1 476.625000 1616612713.5214
CHLD 2 475.550781 1616612713.5215
CHLD 3 475.347656 1616612713.5216
CHLD 4 720.589844 1616612713.5217
CHLD 5 474.347656 1616612713.5218
MEM 3096.648438 1616612713.6425
CHLD 0 451.152344 1616612713.6617
CHLD 1 476.625000 1616612713.6617
CHLD 2 475.550781 1616612713.6618
CHLD 3 476.632812 1616612713.6619
CHLD 4 720.589844 1616612713.6620
CHLD 5 474.347656 1616612713.6621
MEM 3096.648438 1616612713.7816
CHLD 0 451.152344 1616612713.8004
CHLD 1 476.625000 1616612713.8004
CHLD 2 475.550781 1616612713.8005
CHLD 3 476.632812 1616612713.8006
CHLD 4 720.589844 1616612713.8007
CHLD 5 474.347656 1616612713.8007
MEM 2974.339844 1616612713.9174
CHLD 0 451.152344 1616612713.9334
CHLD 1 476.625000 1616612713.9335
CHLD 2 475.550781 1616612713.9336
CHLD 3 476.632812 1616612713.9336
CHLD 4 598.281250 1616612713.9337
CHLD 5 474.347656 1616612713.9337
MEM 3023.781250 1616612714.0533
CHLD 0 451.152344 1616612714.0728
CHLD 1 476.625000 1616612714.0729
CHLD 2 475.550781 1616612714.0730
CHLD 3 476.632812 1616612714.0730
CHLD 4 665.484375 1616612714.0731
CHLD 5 474.347656 1616612714.0732
MEM 3052.371094 1616612714.1949
CHLD 0 451.152344 1616612714.2147
CHLD 1 476.625000 1616612714.2148
CHLD 2 475.550781 1616612714.2148
CHLD 3 476.632812 1616612714.2150
CHLD 4 676.312500 1616612714.2151
CHLD 5 474.347656 1616612714.2152
MEM 2895.347656 1616612714.3357
CHLD 0 513.496094 1616612714.3555
CHLD 1 476.625000 1616612714.3556
CHLD 2 475.550781 1616612714.3556
CHLD 3 476.632812 1616612714.3557
CHLD 4 476.054688 1616612714.3558
CHLD 5 474.347656 1616612714.3559
MEM 3030.683594 1616612714.4759
CHLD 0 648.800781 1616612714.4951
CHLD 1 476.625000 1616612714.4952
CHLD 2 475.550781 1616612714.4953
CHLD 3 476.632812 1616612714.4954
CHLD 4 476.054688 1616612714.4954
CHLD 5 474.347656 1616612714.4955
MEM 3164.019531 1616612714.6162
CHLD 0 782.136719 1616612714.6361
CHLD 1 476.625000 1616612714.6362
CHLD 2 475.550781 1616612714.6362
CHLD 3 476.632812 1616612714.6363
CHLD 4 476.054688 1616612714.6364
CHLD 5 474.347656 1616612714.6364
MEM 3069.238281 1616612714.7558
CHLD 0 657.453125 1616612714.7736
CHLD 1 476.625000 1616612714.7737
CHLD 2 475.550781 1616612714.7738
CHLD 3 476.632812 1616612714.7738
CHLD 4 505.699219 1616612714.7739
CHLD 5 474.347656 1616612714.7740
MEM 3258.988281 1616612714.8927
CHLD 0 535.648438 1616612714.9121
CHLD 1 476.625000 1616612714.9122
CHLD 2 475.550781 1616612714.9123
CHLD 3 476.632812 1616612714.9123
CHLD 4 692.097656 1616612714.9124
CHLD 5 474.347656 1616612714.9125
MEM 3200.929688 1616612715.0320
CHLD 0 451.152344 1616612715.0506
CHLD 1 476.625000 1616612715.0507
CHLD 2 475.550781 1616612715.0508
CHLD 3 476.632812 1616612715.0509
CHLD 4 841.371094 1616612715.0510
CHLD 5 474.347656 1616612715.0510
MEM 2852.214844 1616612715.1714
CHLD 0 451.152344 1616612715.1915
CHLD 1 476.625000 1616612715.1916
CHLD 2 475.550781 1616612715.1917
CHLD 3 476.632812 1616612715.1918
CHLD 4 476.156250 1616612715.1919
CHLD 5 474.347656 1616612715.1920
MEM 2852.214844 1616612715.3123
CHLD 0 451.152344 1616612715.3319
CHLD 1 476.625000 1616612715.3320
CHLD 2 475.550781 1616612715.3321
CHLD 3 476.632812 1616612715.3322
CHLD 4 476.156250 1616612715.3323
CHLD 5 474.347656 1616612715.3323
MEM 2852.214844 1616612715.4529
CHLD 0 451.152344 1616612715.4727
CHLD 1 476.625000 1616612715.4728
CHLD 2 475.550781 1616612715.4729
CHLD 3 476.632812 1616612715.4730
CHLD 4 476.156250 1616612715.4731
CHLD 5 474.347656 1616612715.4731
MEM 2852.214844 1616612715.5936
CHLD 0 451.152344 1616612715.6132
CHLD 1 476.625000 1616612715.6132
CHLD 2 475.550781 1616612715.6133
CHLD 3 476.632812 1616612715.6134
CHLD 4 476.156250 1616612715.6135
CHLD 5 474.347656 1616612715.6136
MEM 2852.214844 1616612715.7333
CHLD 0 451.152344 1616612715.7499
CHLD 1 476.625000 1616612715.7500
CHLD 2 475.550781 1616612715.7501
CHLD 3 476.632812 1616612715.7501
CHLD 4 476.156250 1616612715.7502
CHLD 5 474.347656 1616612715.7502
MEM 2852.214844 1616612715.8694
CHLD 0 451.152344 1616612715.8878
CHLD 1 476.625000 1616612715.8879
CHLD 2 475.550781 1616612715.8879
CHLD 3 476.632812 1616612715.8880
CHLD 4 476.156250 1616612715.8881
CHLD 5 474.347656 1616612715.8881
MEM 2852.214844 1616612716.0075
CHLD 0 451.152344 1616612716.0260
CHLD 1 476.625000 1616612716.0261
CHLD 2 475.550781 1616612716.0262
CHLD 3 476.632812 1616612716.0263
CHLD 4 476.156250 1616612716.0264
CHLD 5 474.347656 1616612716.0265
MEM 2852.214844 1616612716.1458
CHLD 0 451.152344 1616612716.1643
CHLD 1 476.625000 1616612716.1644
CHLD 2 475.550781 1616612716.1645
CHLD 3 476.632812 1616612716.1646
CHLD 4 476.156250 1616612716.1647
CHLD 5 474.347656 1616612716.1648
MEM 2852.214844 1616612716.2841
CHLD 0 451.152344 1616612716.3024
CHLD 1 476.625000 1616612716.3024
CHLD 2 475.550781 1616612716.3025
CHLD 3 476.632812 1616612716.3026
CHLD 4 476.156250 1616612716.3027
CHLD 5 474.347656 1616612716.3028
MEM 2852.214844 1616612716.4221
CHLD 0 451.152344 1616612716.4407
CHLD 1 476.625000 1616612716.4408
CHLD 2 475.550781 1616612716.4409
CHLD 3 476.632812 1616612716.4410
CHLD 4 476.156250 1616612716.4411
CHLD 5 474.347656 1616612716.4411
MEM 2852.214844 1616612716.5602
CHLD 0 451.152344 1616612716.5785
CHLD 1 476.625000 1616612716.5786
CHLD 2 475.550781 1616612716.5787
CHLD 3 476.632812 1616612716.5788
CHLD 4 476.156250 1616612716.5789
CHLD 5 474.347656 1616612716.5790
MEM 2852.214844 1616612716.6982
CHLD 0 451.152344 1616612716.7167
CHLD 1 476.625000 1616612716.7167
CHLD 2 475.550781 1616612716.7168
CHLD 3 476.632812 1616612716.7169
CHLD 4 476.156250 1616612716.7169
CHLD 5 474.347656 1616612716.7171
MEM 2852.214844 1616612716.8364
CHLD 0 451.152344 1616612716.8551
CHLD 1 476.625000 1616612716.8552
CHLD 2 475.550781 1616612716.8552
CHLD 3 476.632812 1616612716.8553
CHLD 4 476.156250 1616612716.8554
CHLD 5 474.347656 1616612716.8555
MEM 2852.214844 1616612716.9748
CHLD 0 451.152344 1616612716.9935
CHLD 1 476.625000 1616612716.9936
CHLD 2 475.550781 1616612716.9937
CHLD 3 476.632812 1616612716.9938
CHLD 4 476.156250 1616612716.9938
CHLD 5 474.347656 1616612716.9939
MEM 2852.214844 1616612717.1133
CHLD 0 451.152344 1616612717.1318
CHLD 1 476.625000 1616612717.1319
CHLD 2 475.550781 1616612717.1320
CHLD 3 476.632812 1616612717.1320
CHLD 4 476.156250 1616612717.1321
CHLD 5 474.347656 1616612717.1322
MEM 2852.214844 1616612717.2514
CHLD 0 451.152344 1616612717.2702
CHLD 1 476.625000 1616612717.2703
CHLD 2 475.550781 1616612717.2704
CHLD 3 476.632812 1616612717.2704
CHLD 4 476.156250 1616612717.2705
CHLD 5 474.347656 1616612717.2705
MEM 2852.214844 1616612717.3899
CHLD 0 451.152344 1616612717.4085
CHLD 1 476.625000 1616612717.4086
CHLD 2 475.550781 1616612717.4087
CHLD 3 476.632812 1616612717.4088
CHLD 4 476.156250 1616612717.4089
CHLD 5 474.347656 1616612717.4089
MEM 2852.214844 1616612717.5280
CHLD 0 451.152344 1616612717.5463
CHLD 1 476.625000 1616612717.5464
CHLD 2 475.550781 1616612717.5465
CHLD 3 476.632812 1616612717.5465
CHLD 4 476.156250 1616612717.5466
CHLD 5 474.347656 1616612717.5467
MEM 2852.214844 1616612717.6656
CHLD 0 451.152344 1616612717.6840
CHLD 1 476.625000 1616612717.6841
CHLD 2 475.550781 1616612717.6841
CHLD 3 476.632812 1616612717.6842
CHLD 4 476.156250 1616612717.6843
CHLD 5 474.347656 1616612717.6843
MEM 2852.214844 1616612717.8034
CHLD 0 451.152344 1616612717.8219
CHLD 1 476.625000 1616612717.8220
CHLD 2 475.550781 1616612717.8221
CHLD 3 476.632812 1616612717.8222
CHLD 4 476.156250 1616612717.8222
CHLD 5 474.347656 1616612717.8223
MEM 2852.214844 1616612717.9414
CHLD 0 451.152344 1616612717.9599
CHLD 1 476.625000 1616612717.9600
CHLD 2 475.550781 1616612717.9601
CHLD 3 476.632812 1616612717.9602
CHLD 4 476.156250 1616612717.9602
CHLD 5 474.347656 1616612717.9603
MEM 2852.214844 1616612718.0797
CHLD 0 451.152344 1616612718.0983
CHLD 1 476.625000 1616612718.0984
CHLD 2 475.550781 1616612718.0985
CHLD 3 476.632812 1616612718.0986
CHLD 4 476.156250 1616612718.0987
CHLD 5 474.347656 1616612718.0988
MEM 2852.214844 1616612718.2180
CHLD 0 451.152344 1616612718.2364
CHLD 1 476.625000 1616612718.2364
CHLD 2 475.550781 1616612718.2365
CHLD 3 476.632812 1616612718.2366
CHLD 4 476.156250 1616612718.2366
CHLD 5 474.347656 1616612718.2367
MEM 2852.214844 1616612718.3560
CHLD 0 451.152344 1616612718.3746
CHLD 1 476.625000 1616612718.3747
CHLD 2 475.550781 1616612718.3747
CHLD 3 476.632812 1616612718.3748
CHLD 4 476.156250 1616612718.3749
CHLD 5 474.347656 1616612718.3750
MEM 2852.214844 1616612718.4939
CHLD 0 451.152344 1616612718.5122
CHLD 1 476.625000 1616612718.5123
CHLD 2 475.550781 1616612718.5123
CHLD 3 476.632812 1616612718.5124
CHLD 4 476.156250 1616612718.5125
CHLD 5 474.347656 1616612718.5126
MEM 2852.214844 1616612718.6320
CHLD 0 451.152344 1616612718.6506
CHLD 1 476.625000 1616612718.6507
CHLD 2 475.550781 1616612718.6508
CHLD 3 476.632812 1616612718.6508
CHLD 4 476.156250 1616612718.6509
CHLD 5 474.347656 1616612718.6510
MEM 2852.214844 1616612718.7704
CHLD 0 451.152344 1616612718.7891
CHLD 1 476.625000 1616612718.7891
CHLD 2 475.550781 1616612718.7892
CHLD 3 476.632812 1616612718.7893
CHLD 4 476.156250 1616612718.7894
CHLD 5 474.347656 1616612718.7895
MEM 2852.214844 1616612718.9085
CHLD 0 451.152344 1616612718.9271
CHLD 1 476.625000 1616612718.9272
CHLD 2 475.550781 1616612718.9272
CHLD 3 476.632812 1616612718.9273
CHLD 4 476.156250 1616612718.9274
CHLD 5 474.347656 1616612718.9274
MEM 2852.214844 1616612719.0466
CHLD 0 451.152344 1616612719.0650
CHLD 1 476.625000 1616612719.0651
CHLD 2 475.550781 1616612719.0651
CHLD 3 476.632812 1616612719.0652
CHLD 4 476.156250 1616612719.0653
CHLD 5 474.347656 1616612719.0654
MEM 2852.214844 1616612719.1847
CHLD 0 451.152344 1616612719.2032
CHLD 1 476.625000 1616612719.2033
CHLD 2 475.550781 1616612719.2034
CHLD 3 476.632812 1616612719.2035
CHLD 4 476.156250 1616612719.2035
CHLD 5 474.347656 1616612719.2036
MEM 2852.214844 1616612719.3228
CHLD 0 451.152344 1616612719.3411
CHLD 1 476.625000 1616612719.3412
CHLD 2 475.550781 1616612719.3413
CHLD 3 476.632812 1616612719.3413
CHLD 4 476.156250 1616612719.3414
CHLD 5 474.347656 1616612719.3415
MEM 2852.214844 1616612719.4608
CHLD 0 451.152344 1616612719.4794
CHLD 1 476.625000 1616612719.4795
CHLD 2 475.550781 1616612719.4795
CHLD 3 476.632812 1616612719.4796
CHLD 4 476.156250 1616612719.4797
CHLD 5 474.347656 1616612719.4798
MEM 2852.214844 1616612719.5989
CHLD 0 451.152344 1616612719.6173
CHLD 1 476.625000 1616612719.6173
CHLD 2 475.550781 1616612719.6174
CHLD 3 476.632812 1616612719.6175
CHLD 4 476.156250 1616612719.6176
CHLD 5 474.347656 1616612719.6177
MEM 2852.214844 1616612719.7366
CHLD 0 451.152344 1616612719.7548
CHLD 1 476.625000 1616612719.7549
CHLD 2 475.550781 1616612719.7550
CHLD 3 476.632812 1616612719.7551
CHLD 4 476.156250 1616612719.7552
CHLD 5 474.347656 1616612719.7552
MEM 2852.214844 1616612719.8745
CHLD 0 451.152344 1616612719.8932
CHLD 1 476.625000 1616612719.8933
CHLD 2 475.550781 1616612719.8933
CHLD 3 476.632812 1616612719.8934
CHLD 4 476.156250 1616612719.8935
CHLD 5 474.347656 1616612719.8936
MEM 2852.214844 1616612720.0129
CHLD 0 451.152344 1616612720.0315
CHLD 1 476.625000 1616612720.0316
CHLD 2 475.550781 1616612720.0316
CHLD 3 476.632812 1616612720.0317
CHLD 4 476.156250 1616612720.0318
CHLD 5 474.347656 1616612720.0319
MEM 2852.214844 1616612720.1509
CHLD 0 451.152344 1616612720.1692
CHLD 1 476.625000 1616612720.1693
CHLD 2 475.550781 1616612720.1694
CHLD 3 476.632812 1616612720.1694
CHLD 4 476.156250 1616612720.1695
CHLD 5 474.347656 1616612720.1695
MEM 2852.214844 1616612720.2892
CHLD 0 451.152344 1616612720.3077
CHLD 1 476.625000 1616612720.3078
CHLD 2 475.550781 1616612720.3079
CHLD 3 476.632812 1616612720.3080
CHLD 4 476.156250 1616612720.3081
CHLD 5 474.347656 1616612720.3082
MEM 2852.214844 1616612720.4275
CHLD 0 451.152344 1616612720.4461
CHLD 1 476.625000 1616612720.4462
CHLD 2 475.550781 1616612720.4462
CHLD 3 476.632812 1616612720.4463
CHLD 4 476.156250 1616612720.4464
CHLD 5 474.347656 1616612720.4465
MEM 2852.214844 1616612720.5657
CHLD 0 451.152344 1616612720.5843
CHLD 1 476.625000 1616612720.5844
CHLD 2 475.550781 1616612720.5845
CHLD 3 476.632812 1616612720.5845
CHLD 4 476.156250 1616612720.5846
CHLD 5 474.347656 1616612720.5847
MEM 2852.214844 1616612720.7039
CHLD 0 451.152344 1616612720.7224
CHLD 1 476.625000 1616612720.7225
CHLD 2 475.550781 1616612720.7225
CHLD 3 476.632812 1616612720.7226
CHLD 4 476.156250 1616612720.7227
CHLD 5 474.347656 1616612720.7227
MEM 2852.214844 1616612720.8446
CHLD 0 451.152344 1616612720.8657
CHLD 1 476.625000 1616612720.8658
CHLD 2 475.550781 1616612720.8658
CHLD 3 476.632812 1616612720.8659
CHLD 4 476.156250 1616612720.8660
CHLD 5 474.347656 1616612720.8660
MEM 2852.214844 1616612720.9875
CHLD 0 451.152344 1616612721.0083
CHLD 1 476.625000 1616612721.0084
CHLD 2 475.550781 1616612721.0084
CHLD 3 476.632812 1616612721.0085
CHLD 4 476.156250 1616612721.0086
CHLD 5 474.347656 1616612721.0087
MEM 2852.214844 1616612721.1300
CHLD 0 451.152344 1616612721.1506
CHLD 1 476.625000 1616612721.1507
CHLD 2 475.550781 1616612721.1508
CHLD 3 476.632812 1616612721.1508
CHLD 4 476.156250 1616612721.1510
CHLD 5 474.347656 1616612721.1511
MEM 2852.214844 1616612721.2727
CHLD 0 451.152344 1616612721.2934
CHLD 1 476.625000 1616612721.2935
CHLD 2 475.550781 1616612721.2936
CHLD 3 476.632812 1616612721.2937
CHLD 4 476.156250 1616612721.2938
CHLD 5 474.347656 1616612721.2939
MEM 2852.214844 1616612721.4152
CHLD 0 451.152344 1616612721.4358
CHLD 1 476.625000 1616612721.4360
CHLD 2 475.550781 1616612721.4360
CHLD 3 476.632812 1616612721.4361
CHLD 4 476.156250 1616612721.4361
CHLD 5 474.347656 1616612721.4362
MEM 2852.214844 1616612721.5575
CHLD 0 451.152344 1616612721.5779
CHLD 1 476.625000 1616612721.5780
CHLD 2 475.550781 1616612721.5780
CHLD 3 476.632812 1616612721.5781
CHLD 4 476.156250 1616612721.5782
CHLD 5 474.347656 1616612721.5783
MEM 2852.214844 1616612721.6998
CHLD 0 451.152344 1616612721.7203
CHLD 1 476.625000 1616612721.7204
CHLD 2 475.550781 1616612721.7205
CHLD 3 476.632812 1616612721.7206
CHLD 4 476.156250 1616612721.7206
CHLD 5 474.347656 1616612721.7207
MEM 2852.214844 1616612721.8398
CHLD 0 451.152344 1616612721.8583
CHLD 1 476.625000 1616612721.8584
CHLD 2 475.550781 1616612721.8585
CHLD 3 476.632812 1616612721.8585
CHLD 4 476.156250 1616612721.8586
CHLD 5 474.347656 1616612721.8587
MEM 2852.214844 1616612721.9793
CHLD 0 451.152344 1616612721.9984
CHLD 1 476.625000 1616612721.9985
CHLD 2 475.550781 1616612721.9985
CHLD 3 476.632812 1616612721.9986
CHLD 4 476.156250 1616612721.9987
CHLD 5 474.347656 1616612721.9988
MEM 2852.214844 1616612722.1185
CHLD 0 451.152344 1616612722.1374
CHLD 1 476.625000 1616612722.1375
CHLD 2 475.550781 1616612722.1376
CHLD 3 476.632812 1616612722.1376
CHLD 4 476.156250 1616612722.1377
CHLD 5 474.347656 1616612722.1378
MEM 2852.214844 1616612722.2576
CHLD 0 451.152344 1616612722.2768
CHLD 1 476.625000 1616612722.2769
CHLD 2 475.550781 1616612722.2770
CHLD 3 476.632812 1616612722.2770
CHLD 4 476.156250 1616612722.2771
CHLD 5 474.347656 1616612722.2771
MEM 2852.214844 1616612722.3970
CHLD 0 451.152344 1616612722.4160
CHLD 1 476.625000 1616612722.4161
CHLD 2 475.550781 1616612722.4162
CHLD 3 476.632812 1616612722.4162
CHLD 4 476.156250 1616612722.4163
CHLD 5 474.347656 1616612722.4164
MEM 2852.214844 1616612722.5360
CHLD 0 451.152344 1616612722.5550
CHLD 1 476.625000 1616612722.5551
CHLD 2 475.550781 1616612722.5552
CHLD 3 476.632812 1616612722.5553
CHLD 4 476.156250 1616612722.5553
CHLD 5 474.347656 1616612722.5554
MEM 2852.214844 1616612722.6750
CHLD 0 451.152344 1616612722.6941
CHLD 1 476.625000 1616612722.6942
CHLD 2 475.550781 1616612722.6943
CHLD 3 476.632812 1616612722.6944
CHLD 4 476.156250 1616612722.6945
CHLD 5 474.347656 1616612722.6945
MEM 2852.214844 1616612722.8143
